pmid,title,authors,journal,date,abstract,references,citedin,five
32020954,Characterization of Landsat-7 to Landsat-8 reflective wavelength and normalized difference vegetation index continuity.,"Roy, D P DP|Kovalskyy, V V|Zhang, H K HK|Vermote, E F EF|Yan, L L|Kumar, S S SS|Egorov, A A",Remote sensing of environment,2016 Jan 12,"At over 40 years, the Landsat satellites provide the longest temporal record of space-based land surface observations, and the successful 2013 launch of the Landsat-8 is continuing this legacy. Ideally, the Landsat data record should be consistent over the Landsat sensor series. The Landsat-8 Operational Land Imager (OLI) has improved calibration, signal to noise characteristics, higher 12-bit radiometric resolution, and spectrally narrower wavebands than the previous Landsat-7 Enhanced Thematic Mapper (ETM+). Reflective wavelength differences between the two Landsat sensors depend also on the surface reflectance and atmospheric state which are difficult to model comprehensively. The orbit and sensing geometries of the Landsat-8 OLI and Landsat-7 ETM+ provide swath edge overlapping paths sensed only one day apart. The overlap regions are sensed in alternating backscatter and forward scattering orientations so Landsat bi-directional reflectance effects are evident but approximately balanced between the two sensors when large amounts of time series data are considered. Taking advantage of this configuration a total of 59 million 30m corresponding sensor observations extracted from 6,317 Landsat-7 ETM+ and Landsat-8 OLI images acquired over three winter and three summer months for all the conterminous United States (CONUS) are compared. Results considering different stages of cloud and saturation filtering, and filtering to reduce one day surface state differences, demonstrate the importance of appropriate per-pixel data screening. Top of atmosphere (TOA) and atmospherically corrected surface reflectance for the spectrally corresponding visible, near infrared and shortwave infrared bands, and derived normalized difference vegetation index (NDVI), are compared and their differences quantified. On average the OLI TOA reflectance is greater than the ETM+ TOA reflectance for all bands, with greatest differences in the near-infrared (NIR) and the shortwave infrared bands due to the quite different spectral response functions between the sensors. The atmospheric correction reduces the mean difference in the NIR and shortwave infrared but increases the mean difference in the visible bands. Regardless of whether TOA or surface reflectance are used to generate NDVI, on average, for vegetated soil and vegetation surfaces (0 ≤ NDVI ≤ 1), the OLI NDVI is greater than the ETM+ NDVI. Statistical functions to transform between the comparable sensor bands and sensor NDVI values are presented so that the user community may apply them in their own research to improve temporal continuity between the Landsat-7 ETM+ and Landsat-8 OLI sensor data. The transformation functions were developed using ordinary least squares (OLS) regression and were fit quite reliably (r 2 values >0.7 for the reflectance data and >0.9 for the NDVI data, p-values <0.0001).",16926910|19425097|20372238,34219822|34183663|33976255|33738573|33265435|32963240|32943798|32109951|31918454,32020955|21942048|15305688|29449747|26110405
25968375,On-orbit calibration of the Suomi National Polar-Orbiting Partnership Visible Infrared Imaging Radiometer Suite for ocean color applications.,"Eplee, Robert E RE|Turpie, Kevin R KR|Meister, Gerhard G|Patt, Frederick S FS|Franz, Bryan A BA|Bailey, Sean W SW",Applied optics,2015 Mar 10,"The NASA Ocean Biology Processing Group (OBPG) developed two independent calibrations of the Suomi National Polar-Orbiting Partnership (SNPP) Visible Infrared Imaging Radiometer Suite (VIIRS) moderate resolution reflective solar bands using solar diffuser measurements and lunar observations, and implemented a combined solar- and lunar-based calibration to track temporal changes in radiometric response of the instrument. Differences between the solar and lunar data sets have been used to identify issues and verify improvements in each. Linearization of the counts-to-radiance conversion yields a more consistent calibration at low radiance levels. Correction of a recently identified error in the VIIRS solar unit vector coordinate frame has been incorporated into the solar data and diffuser screen transmission functions. Temporal trends in the solar diffuser stability monitor data have been evaluated and addressed. Fits to the solar calibration time series show mean residuals per band of 0.067%-0.17%. Periodic residuals in the VIIRS lunar data are confirmed to arise from a wavelength-dependent libration effect for the sub-spacecraft point in the output of the U.S. Geological Survey Robotic Lunar Observatory photometric model of the Moon. Temporal variations in the relative spectral responses for each band have been assessed, and significant impact on band M1 (412 nm) lunar data has been identified and rectified. Fits to the lunar calibration time series, incorporating sub-spacecraft point libration corrections, show mean residuals per band of 0.069%-0.20%. Lunar calibrations have been used to adjust the solar-derived radiometric corrections for bands M1, M3, and M4. After all corrections, the relative differences in the solar and lunar calibrations for bands M1-M7 are 0.093%-0.22%. The OBPG has achieved a radiometric stability for the VIIRS on-orbit calibration that is commensurate with those achieved for SeaWiFS and Aqua MODIS, supporting the incorporation of VIIRS data into the long-term NASA ocean color data record.",,32818076|31380374|29933641|29276312,30461732|26368755|25967622|25608208|26560590
18364980,Calibration of SeaWiFS. I. Direct techniques.,"Barnes, R A RA|Eplee, R E RE|Schmidt, G M GM|Patt, F S FS|McClain, C R CR",Applied optics,2001 Dec 20,"We present an overview of the calibration of the Sea-viewing Wide Field-of View Sensor (SeaWiFS) from its performance verification at the manufacturer's facility to the completion of its third year of on-orbit measurements. These calibration procedures have three principal parts: a prelaunch radiometric calibration that is traceable to the National Institute of Standards and Technology; the Transfer-to-Orbit Experiment, a set of measurements that determine changes in the instrument's calibration from its manufacture to the start of on-orbit operations; and measurements of the sun and the moon to determine radiometric changes on orbit. To our knowledge, SeaWiFS is the only instrument that uses routine lunar measurements to determine changes in its radiometric sensitivity. On the basis of these methods, the overall uncertainty in the SeaWiFS top-of-the-atmosphere radiances is estimated to be 4-5%. We also show the results of comparison campaigns with aircraft- and ground-based measurements, plus the results of an experiment, called the Southern Ocean Band 8 Gain Study. These results are used to check the calibration of the SeaWiFS bands. To date, they have not been used to change the instrument's prelaunch calibration coefficients. In addition to these procedures, SeaWiFS is a vicariously calibrated instrument for ocean-color measurements. In the vicarious calibration of the SeaWiFS visible bands, the calibration coefficients are modified to force agreement with surface truth measurements from the Marine Optical Buoy, which is moored off the Hawaiian Island of Lanai. This vicarious calibration is described in a companion paper.",,28804228|28804202,18354559|23262612|18364981|18323952|12665095
32020955,Preliminary analysis of the performance of the Landsat 8/OLI land surface reflectance product.,"Vermote, Eric E|Justice, Chris C|Claverie, Martin M|Franch, Belen B",Remote sensing of environment,2016 Apr 28,"The surface reflectance, i.e., satellite derived top of atmosphere (TOA) reflectance corrected for the temporally, spatially and spectrally varying scattering and absorbing effects of atmospheric gases and aerosols, is needed to monitor the land surface reliably. For this reason, the surface reflectance, and not TOA reflectance, is used to generate the greater majority of global land products, for example, from the Moderate Resolution Imaging Spectroradiometer (MODIS) and Visible Infrared Imaging Radiometer Suite (VIIRS) sensors. Even if atmospheric effects are minimized by sensor design, atmospheric effects are still challenging to correct. In particular, the strong impact of aerosols in the Visible and Near Infrared spectral range can be difficult to correct, because they can be highly discrete in space and time (e.g., smoke plumes) and because of the complex scattering and absorbing properties of aerosols that vary spectrally and with aerosol size, shape, chemistry and density. This paper presents the Landsat 8 Operational Land Imager (OLI) atmospheric correction algorithm that has been developed using the Second Simulation of the Satellite Signal in the Solar Spectrum Vectorial (6SV) model, refined to take advantage of the narrow OLI spectral bands (compared to Thematic Mapper/Enhanced Thematic Mapper (TM/ETM+)), improved radiometric resolution and signal-to-noise. In addition, the algorithm uses the new OLI Coastal aerosol band (0.433-0.450μm), which is particularly helpful for retrieving aerosol properties, as it covers shorter wavelengths than the conventional Landsat, TM and ETM+ blue bands. A cloud and cloud shadow mask has also been developed using the ""cirrus"" band (1.360-1.390 μm) available on OLI, and the thermal infrared bands from the Thermal Infrared Sensor (TIRS) instrument. The performance of the surface reflectance product from OLI is analyzed over the Aerosol Robotic Network (AERONET) sites using accurate atmospheric correction (based on in situ measurements of the atmospheric properties), by comparison with the MODIS Bidirectional Reflectance Distribution Function (BRDF) adjusted surface reflectance product and by comparison of OLI derived broadband albedo from United States Surface Radiation Budget Network (US SURFRAD) measurements.",16926910|17579701|18449285,34770504|34750391|34650347|34579374|34545093|34504894|34430081|34357943|34327008|34219830|34219822|34203863|34183663|33976255|33876758|33435223|33343084|33293894|33228080|33182014|33158170|32963240|32704488|32704392|32661444|32187201|32076393|31967369|31918454|30989385,32020954|30142203|33154713|27879830|33114883
12665094,Reflectance-based calibration of SeaWiFS. I. Calibration coefficients.,"Barnes, Robert A RA|Zalewski, Edward F EF",Applied optics,2003 Mar 20,"We present a calibration approach for the Sea-Viewing Wide Field-of-View Sensor (SeaWiFS) based on the reflectance properties of the instrument's onboard diffuser. This technique uses SeaWiFS as a reflectometer, measuring the reflected solar irradiance from the Earth and from the onboard diffuser. Because the Sun is the common source of light for both measurements, the ratio of the SeaWiFS-measured radiances from the Earth and the diffuser provide the ratio for the reflectances of the two samples. The reflectance characterization of the onboard diffuser is the calibration reference for this approach. Knowledge of the value of the solar irradiance is not required for these measurements because it falls out of the ratio. Knowledge of the absolute calibration coefficient for the SeaWiFS measurements of each of the two samples is not required either. Instead, the result of the ratioing technique is based on the linearity of the instrument's response to the intensity of the input light. The calibration requires knowledge, however, of the reflectance of the onboard diffuser at the start of the SeaWiFS mission and the response of the instrument bands, in digital numbers, for measurements of the diffuser at that time.",,,12665095|17279164|18354559|18364980|18323952
33916016,Radiometric Calibration for a Multispectral Sensor Onboard RISESAT Microsatellite Based on Lunar Observations.,"Imai, Masataka M|Kurihara, Junichi J|Kouyama, Toru T|Kuwahara, Toshinori T|Fujita, Shinya S|Sakamoto, Yuji Y|Sato, Yuji Y|Saitoh, Sei-Ichi SI|Hirata, Takafumi T|Yamamoto, Hirokazu H|Takahashi, Yukihiro Y","Sensors (Basel, Switzerland)",2021 Apr 01,"Radiometric calibration utilizing the Moon as a reference source is termed as lunar calibration. It is a useful method for evaluating the performance of optical sensors onboard satellites orbiting the Earth. Lunar calibration provides sufficient radiometric calibration opportunities without requiring any special equipment, and is suitable for nano/microsatellites. This study applies lunar calibration to a multispectral sensor, Ocean Observation Camera (OOC), on board a microsatellite named Rapid International Scientific Experiment Satellite. Simulating the brightness of the Moon based on the RObotic Lunar Observatory and SELENE/Spectrum Profiler models, sensitivity degradation was proven to be negligible in any of the four spectral bands of the OOC with the sensor temperature correction. A bluing trend in the OOC's sensor sensitivity was revealed, indicating a shorter observation wavelength shows larger irradiance. Comparing the top-of-atmosphere reflectance of Railroad Valley Playa with the Radiometric Calibration Network dataset revealed that the derived calibration parameter from the lunar calibration was valid for correcting the bluing trend in the visible range. Although the lunar and vicarious calibration parameters for the infrared band were unexpectedly inconsistent, lunar calibration could potentially contribute toward estimating the contaminated background radiance in the Earth observation images.",18259337|30461732,,30461732|26900523|34613006|32825258|25968375
30461732,On-orbit radiometric calibration of Suomi NPP VIIRS reflective solar bands using the Moon and solar diffuser.,"Choi, Taeyoung T|Shao, Xi X|Cao, Changyong C",Applied optics,2018 Nov 10,"Radiometric calibration of the Suomi National Polar-orbiting Partnership Visible Infrared Imaging Radiometer Suite (VIIRS) reflective solar bands relies mainly on the onboard solar diffuser (SD) observations. The SD reflectance degrades over time due to the exposure to solar ultraviolet radiation. The uncertainties embedded in characterizing the SD bidirectional reflectance distribution function (BRDF) directly affect the accuracy of sensor radiometric calibration coefficients, such as F-factors, which are proxies of detector gain. The Moon-based radiometric calibration provides an independent way of validating and correcting the SD-based calibration. This study focuses on the comparison of the long-term SD F-factors with lunar F-factors by using two independent lunar irradiance models, i.e., Miller and Turner (MT) model and the Global Space-based Inter-Calibration System Implementation of ROLO (GIRO) model. To monitor the long-term detector response changes, the lunar F-factor differences are matched to the SD F-factors by applying the best fit scaling factors. Overall, the two lunar F-factors agree well, within 2% of one sigma standard deviation in the reflective solar bands compared to the SD F-factors. The lifetime standard deviations of difference between the GIRO-based lunar and SD F-factors show better long-term match than that of MT-based lunar F-factors. The GIRO-based lunar F-factors show increasing differences over time in comparison with the SD F-factors especially for bands M1 to M4, which indicates the underestimation of the VIIRS detector degradation by SD F-factors for these bands. Using standard SD calibration method and the GIRO-based lunar model, long-term difference between the lunar and SD F-factors shows there are 1.6%, 1.3%, 1.0%, and 0.9% increases in lunar F-factor trend for bands M1 to M4 at the end of year 2015. To mitigate these time-dependent biases, NOAA Ocean Color (OC) group and NASA VIIRS characterization support team (VCST) developed lunar correction methods and applied them to their specific products. However, the amounts of band-dependent lunar corrections are not consistent between these two teams, especially in the short-wavelength bands from M1 to M4, depending on the versions of lunar models and SD F-factor calculation algorithms. Using the standard SD F-factor algorithm and the multi-agency endorsed GIRO model, we derived lunar correction factors based on the quadratic fits between the SD and lunar F-factors. The differences with the NOAA OC group and NASA VCST team are compared and described in this study.",,33916016|32825258,25968375|26368755|27505382|25967622|26560590
12665095,Reflectance-based calibration of SeaWiFS. II. Conversion to radiance.,"Barnes, Robert A RA|Zalewski, Edward F EF",Applied optics,2003 Mar 20,"For instruments that carry onboard solar diffusers to orbit, such as the Sea-Viewing Wide Field-of-View Sensor (SeaWiFS), it is possible to convert the instrument's reflectance measurements to radiance measurements by knowledge of the solar irradiance. This process, which generally requires the application of a solar irradiance model, is described. The application of the irradiance model is separate from the measurements by the instrument and from the instrument's reflectance calibration. In addition, SeaWiFS was calibrated twice before launch for radiance response by use of radiance sources with calibrations traceable to the National Institute of Standards and Technology. With the inclusion of the at-launch diffuser-based radiance calibration, SeaWiFS has three possible radiance calibrations forthe start of on-orbit operations. The combination of these three into a single calibration requires changes of 4% or less for the current at-launch radiance calibration of the instrument. Finally, this process requires changes of 4% or less for the reflectance calibration coefficients to provide consistency among the radiance calibration, the reflectance calibration, and the solar irradiance.",,,12665094|18364980|18354559|17279164|18323952
25506761,Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems.,"Beck, Sara E SE|Wright, Harold B HB|Hargy, Thomas M TM|Larason, Thomas C TC|Linden, Karl G KG",Water research,2015 Mar 01,"Ultraviolet (UV) reactors used for disinfecting water and wastewater must be validated and monitored over time. The validation process requires understanding the photochemical properties of the pathogens of concern and the challenge microorganisms used to represent them. Specifically for polychromatic UV systems, the organisms' dose responses to UV light and their sensitivity across the UV spectrum must be known. This research measured the UV spectral sensitivity, called action spectra, of Cryptosporidium parvum, and MS2, T1UV, Q Beta, T7, and T7m Coliphages, as well as Bacillus pumilus spores. A tunable laser from the National Institute of Standards and Technology was used to isolate single UV wavelengths at 10 nm intervals between 210 and 290 nm. Above 240 nm, all bacteria and viruses tested exhibited a relative peak sensitivity between 260 and 270 nm. Of the coliphage, MS2 exhibited the highest relative sensitivity below 240 nm, relative to its sensitivity at 254 nm, followed by Q Beta, T1UV, T7m and T7 coliphage. B. pumilus spores were more sensitive to UV light at 220 nm than any of the coliphage. These spectra are required for calculating action spectra correction factors for medium pressure UV system validation, for matching appropriate challenge microorganisms to pathogens, and for improving UV dose monitoring. Additionally, understanding the dose response of these organisms at multiple wavelengths can improve polychromatic UV dose calculations and enable prediction of pathogen inactivation from wavelength-specific disinfection technologies such as UV light emitting diodes (LEDs).",,34785646|34495736|34198857|33779994|33643774|33484873|32752793|32741425|30952663|30690218|27889622|26712541,16295846|15537023|24266597|27889622|26712541
31918454,Vegetation expansion in the subnival Hindu Kush Himalaya.,"Anderson, Karen K|Fawcett, Dominic D|Cugulliere, Anthony A|Benford, Sophie S|Jones, Darren D|Leng, Ruolin R",Global change biology,2020 03,"The mountain systems of the Hindu Kush Himalaya (HKH) are changing rapidly due to climatic change, but an overlooked component is the subnival ecosystem (between the treeline and snow line), characterized by short-stature plants and seasonal snow. Basic information about subnival vegetation distribution and rates of ecosystem change are not known, yet such information is needed to understand relationships between subnival ecology and water/carbon cycles. We show that HKH subnival ecosystems cover five to 15 times the area of permanent glaciers and snow, highlighting their eco-hydrological importance. Using satellite data from the Landsat 5, 7 and 8 missions, we measured change in the spatial extent of subnival vegetation from 1993 to 2018. The Landsat surface reflectance-derived Normalized Difference Vegetation Index product was thresholded at 0.1 to indicate the presence/absence of vegetation. Using this product, the strength and direction of time-series trends in the green pixel fraction were measured within three regions of interest. We controlled for cloud cover, snow cover and evaluated the impact of sensor radiometric differences between Landsat 7 and Landsat 8. Using Google Earth Engine to expedite data processing tasks, we show that there has been a weakly positive increase in the extent of subnival vegetation since 1993. Strongest and most significant trends were found in the height region of 5,000-5,500 m a.s.l. across the HKH extent: R2  = .302, Kendall's τ = 0.424, p < .05, but this varied regionally, with height, and according to the sensors included in the time series. Positive trends at lower elevations occurred on steeper slopes whilst at higher elevations, flatter areas exhibited stronger trends. We validated our findings using online photographs. Subnival ecological changes have likely impacted HKH carbon and water cycles with impacts on millions of people living downstream, but the strength and direction of impacts of vegetation expansion remain unknown.",27515022|31142854|23687045|27732761|30319714|27143226|32020955|32020954|31918454|20498082|21482815|32021701|22914167|23437322|28890734|24198933|23218457|20538947|22517852|31148554|26170316,34803478|33411837,15305688|28245933|24830255|28994227|33154713
27366615,Uncertainty Propagation for NIST Visible Spectral Standards.,"Gardner, James L JL",Journal of research of the National Institute of Standards and Technology,2004 May-Jun,"Uncertainties in the NIST spectral standards for detectors and sources in the visible wavelength range are propagated from the high accuracy cryogenic radiometer measurements, taking correlations into account at every stage. Partial correlations between spectral values at different wavelengths, important for subsequent radiometric calculations, are estimated. Uncertainty propagation through fitting and through transfer spectral measurements is described in detail. Detector uncertainties are propagated through the spectral comparator facility for external calibrations and for internal photometric quantities. Uncertainties in spectral irradiance are derived for the detector-based temperature determination, then propagated through working standards to calibrated artifacts. Spectral irradiance calibrations are generally provided at a limited number of wavelengths. Interpolation, rather than fitting, is recommended for the interpolation of NIST-provided spectral irradiance values.",12371544|12371545|27413595|17068565|21102852|18337863,30278699,12371545|17068565|17579678|12371544|27551631
26712541,Comparison of UV-Induced Inactivation and RNA Damage in MS2 Phage across the Germicidal UV Spectrum.,"Beck, Sara E SE|Rodriguez, Roberto A RA|Hawkins, Michael A MA|Hargy, Thomas M TM|Larason, Thomas C TC|Linden, Karl G KG",Applied and environmental microbiology,2015 Dec 28,"Polychromatic UV irradiation is a common method of pathogen inactivation in the water treatment industry. To improve its disinfection efficacy, more information on the mechanisms of UV inactivation on microorganisms at wavelengths throughout the germicidal UV spectrum, particularly at below 240 nm, is necessary. This work examined UV inactivation of bacteriophage MS2, a common surrogate for enteric pathogens, as a function of wavelength. The bacteriophage was exposed to monochromatic UV irradiation from a tunable laser at wavelengths of between 210 nm and 290 nm. To evaluate the mechanisms of UV inactivation throughout this wavelength range, RT-qPCR (reverse transcription-quantitative PCR) was performed to measure genomic damage for comparison with genomic damage at 253.7 nm. The results indicate that the rates of RNA damage closely mirror the loss of viral infectivity across the germicidal UV spectrum. This demonstrates that genomic damage is the dominant cause of MS2 inactivation from exposure to germicidal UV irradiation. These findings contrast those for adenovirus, for which MS2 is used as a viral surrogate for validating polychromatic UV reactors.",8628696|8477447|9245600|9705333|16295846|16386286|16997389|17041164|17933932|19088268|19089684|19762061|20024789|21214604|21131511|21322644|21613571|22416020|24266597|25506761|12194212|14556305|4132673|6974569|6729034|3628500|1432396|8440248|8692211,34832400|34785646|34761205|34677331|34595717|34495736|34091221|33976375|33846664|33675766|33669103|33643774|33383557|33294996|33075169|33026601|33022467|32911671|32855026|32837746|32752793|32709728|32650492|32432672|31811032|31664651|31275622|29426899|29138562|29038605|28724943|27889622,24266597|24952878|30265926|19592538|23165717|17822117
12371545,Realization of the National Institute of Standards and Technology detector-based spectral irradiance scale.,"Yoon, Howard W HW|Gibson, Charles E CE|Barnes, Patricia Y PY",Applied optics,2002 Oct 01,"A detector-based spectral irradiance scale has been realized at the National Institute of Standards and Technology (NIST). Unlike the previous NIST spectral irradiance scales, the new scale is generated with filter radiometers calibrated for absolute spectral power responsivity traceable to the NIST high-accuracy cryogenic radiometer instead of with the gold freezing-point blackbody. The calibrated filter radiometers are then used to establish the radiance temperature of a high-temperature blackbody (HTBB) operating near 3,000 K The spectral irradiance of the HTBB is then determined with knowledge of the geometric factors and is used to assign the spectral irradiances of a group of 1,000-W free-electron laser lamps. The detector-based spectral irradiance scale results in the reduction of the uncertainties from the previous source-based spectral irradiance scale by at least a factor of 2 in the ultraviolet and visible wavelength regions. The new detector-based spectral irradiance scale also leads to a reduction in the uncertainties in the shortwave infrared wavelength region by at least a factor of 2-10, depending on the wavelength. Following the establishment of the spectral irradiance scale in the early 1960s, the detector-based spectral irradiance scale represents a fundamental change in the way that the NIST spectral irradiance scale is realized.",,27366615|27110453,12371544|27805142|22945145|17068565|34475608
17279164,SeaWiFS long-term solar diffuser reflectance and sensor noise analyses.,"Eplee, Robert E RE|Patt, Frederick S FS|Barnes, Robert A RA|McClain, Charles R CR",Applied optics,2007 Feb 10,"The NASA Ocean Biology Processing Group's Calibration and Validation (Cal/Val) team has undertaken an analysis of the mission-long Sea-Viewing Wide Field-of-View Sensor (SeaWiFS) solar calibration time series to assess the long-term degradation of the solar diffuser reflectance over 9 years on orbit. The SeaWiFS diffuser is an aluminum plate coated with YB71 paint. The bidirectional reflectance distribution function of the diffuser was not fully characterized before launch, so the Cal/Val team has implemented a regression of the solar incidence angles and the drift in the node of the satellite's orbit against the diffuser time series to correct for solar incidence angle effects. An exponential function with a time constant of 200 days yields the best fit to the diffuser time series. The decrease in diffuser reflectance over the mission is wavelength dependent, ranging from 9% in the blue (412 nm) to 5% in the red and near infrared (670-865 nm). The Cal/Val team has developed a methodology for computing the signal-to-noise ratio (SNR) for SeaWiFS on orbit from the diffuser time series corrected for both the varying solar incidence angles and the diffuser reflectance degradation. A sensor noise model is used to compare on-orbit SNRs computed for radiances reflected from the diffuser with prelaunch SNRs measured at typical radiances specified for the instrument. To within the uncertainties in the measurements, the SNRs for SeaWiFS have not changed over the mission. The on-orbit performance of the SeaWiFS solar diffuser should offer insight into the long-term on-orbit performance of solar diffusers on other instruments, such as the Moderate-Resolution Imaging Spectrometer [currently flying on the Earth Observing System (EOS) Terra and Aqua satellites], the Visible and Infrared Radiometer Suite [scheduled to fly on the NASA National Polar-orbiting Operational Environmental Satellite System (NPOESS) and NPOESS Preparatory Project (NPP) satellites] and the Advanced Baseline Imager [scheduled to fly on the National Oceanic and Atmospheric Administration Geostationary Environmental Operational Satellite Series R (GOES-R) satellites].",,32647655,17882294|12665094|26368755|23262612|27505382
26368755,On-orbit calibration of Visible Infrared Imaging Radiometer Suite reflective solar bands and its challenges using a solar diffuser.,"Sun, Junqiang J|Wang, Menghua M",Applied optics,2015 Aug 20,"The reflective solar bands (RSBs) of the Visible Infrared Imaging Radiometer Suite (VIIRS) on board the Suomi National Polar-Orbiting Partnership satellite are calibrated by a solar diffuser (SD) panel whose performance is itself monitored by an accompanying solar diffuser stability monitor (SDSM). In this comprehensive work we describe the SD-based calibration algorithm of the RSBs, analyze the calibration data, and derive the performance results-the RSB calibration coefficients or F-factors-for the current three and a half years of mission. The application of the newly derived product of the SD bidirectional reflectance factor and the vignetting function for the SD screen and the newly derived SD degradation, so-called H-factors, effectively minimizes the artificial seasonal patterns in the RSB calibration coefficients due to the errors of these ingredient inputs. The full illumination region, the ""sweet spot,"" during calibration events for SD view is carefully examined and selected to ensure high data quality and to reduce noise owing to non-fully illuminated samples. A time-dependent relative spectral response (RSR), coming from the large out-of-band contribution and the VIIRS optical system wavelength-dependent degradation, is derived from an iterative approach and applied in the SD calibration for each RSB. The result shows that VIIRS RSBs degrade much faster at near-infrared (NIR) and shortwave-infrared (SWIR) wavelength ranges due to the faster degradation of the rotating telescope assembly against the remaining part of the system. The gains of the VIIRS RSBs have degraded 2.0% (410 nm, Band M1), 0.2% (443 nm, Band M2), -0.3% (486 nm, Band M3), 0.2% (551 nm, Band M4), 6.2% (640 nm, Band I1), 11.0% (671 nm, Band M5), 21.3% (745 nm, Band M6), 35.8% (862 nm, Band I2), and 35.8% (862 nm, Band M7), respectively, since launch and 24.8% (1238 nm, Band M8), 18.5% (1378 nm, Band M9), 11.5% (1610 nm, Band I3), 11.5% (1610, Band M10), and 4.0% (2250 nm, Band M11), respectively, since 20 January 2012. It is established that the SD calibration accurately catches the on-orbit RSB degradation according to the instrument design and the calibration algorithm. However, due to the inherent nonuniform degradation of the SD affecting especially the short wavelength bands and the lack of capability of the SDSM calibration to catch degradation beyond 935 nm, the direct and the unmitigated application of the SD calibration result will introduce nonnegligible error into the calibration coefficients resulting in long-term drifts in the sensor data records and consequently the high-level products. We explicitly unveil the effect of the nonuniformity in SD degradation in the RSB calibration coefficients but also briefly discuss a critical yet simple mitigation to restore the accuracy of the calibration coefficients based on lunar observations. The methodology presented here thus remains intact as the cornerstone of the RSB calibration, and our derived RSB calibration coefficients represent the optimal result. This work has the most impact on the quality of the ocean color products that sensitively depend on the moderate visible and NIR bands (M1-M7), as well as the SWIR bands (M8, M10, and M11).",,,25608208|25967622|27505382|25968375|30117902
28117745,Evaluation on Radiometric Capability of Chinese Optical Satellite Sensors.,"Yang, Aixia A|Zhong, Bo B|Wu, Shanlong S|Liu, Qinhuo Q","Sensors (Basel, Switzerland)",2017 Jan 22,"The radiometric capability of on-orbit sensors should be updated on time due to changes induced by space environmental factors and instrument aging. Some sensors, such as Moderate Resolution Imaging Spectroradiometer (MODIS), have onboard calibrators, which enable real-time calibration. However, most Chinese remote sensing satellite sensors lack onboard calibrators. Their radiometric calibrations have been updated once a year based on a vicarious calibration procedure, which has affected the applications of the data. Therefore, a full evaluation of the sensors' radiometric capabilities is essential before quantitative applications can be made. In this study, a comprehensive procedure for evaluating the radiometric capability of several Chinese optical satellite sensors is proposed. In this procedure, long-term radiometric stability and radiometric accuracy are the two major indicators for radiometric evaluation. The radiometric temporal stability is analyzed by the tendency of long-term top-of-atmosphere (TOA) reflectance variation; the radiometric accuracy is determined by comparison with the TOA reflectance from MODIS after spectrally matching. Three Chinese sensors including the Charge-Coupled Device (CCD) camera onboard Huan Jing 1 satellite (HJ-1), as well as the Visible and Infrared Radiometer (VIRR) and Medium-Resolution Spectral Imager (MERSI) onboard the Feng Yun 3 satellite (FY-3) are evaluated in reflective bands based on this procedure. The results are reasonable, and thus can provide reliable reference for the sensors' application, and as such will promote the development of Chinese satellite data.",,33799978|28777329,25835937|23016343|33114888|32825258|19650442
27505382,Degradation nonuniformity in the solar diffuser bidirectional reflectance distribution function.,"Sun, Junqiang J|Chu, Mike M|Wang, Menghua M",Applied optics,2016 Aug 01,"The assumption of angular dependence stability of the solar diffuser (SD) throughout degradation is critical to the on-orbit calibration of the reflective solar bands (RSBs) in many satellite sensors. Recent evidence has pointed to the contrary, and in this work, we present a thorough investigative effort into the angular dependence of the SD degradation for the Visible Infrared Imaging Radiometer Suite (VIIRS) onboard the Suomi National Polar-orbiting Partnership (SNPP) satellite and for the twin Moderate-resolution Imaging Spectroradiometer (MODIS) onboard Terra and Aqua spacecrafts. One common key step in the RSB calibration is the use of the SD degradation performance measured by an accompanying solar diffuser stability monitor (SDSM) as a valid substitute for the SD degradation factor in the direction of the RSB view. If SD degradations between these two respective directions do not maintain the same relative relationship over time, then the unmitigated use of the SDSM-measured SD degradation factor in the RSB calibration calculation will generate bias, and consequently, long-term drift in derived science products. We exploit the available history of the on-orbit calibration events to examine the response of the SDSM and the RSB detectors to the incident illumination reflecting off SD versus solar declination angle and show that the angular dependency, particularly at short wavelengths, evolves with respect to time. The generalized and the decisive conclusion is that the bidirectional reflectance distribution function (BRDF) of the SD degrades nonuniformly with respect to both incident and outgoing directions. Thus, the SDSM-based measurements provide SD degradation factors that are biased relative to the RSB view direction with respect to the SD. The analysis also reveals additional interesting phenomena, for example, the sharp behavioral change in the evolving angular dependence observed in Terra MODIS and SNPP VIIRS. For SNPP VIIRS the mitigation for this ""SD degradation nonuniformity effect"" with respect to angles relies on a ""hybrid methodology"" using lunar-based calibration to set the reliable long-term baseline. For MODIS, the use of earth targets in the major release Collection 6 to improve calibration coefficients and time-dependent response-versus-scan-angle characterization inherently averts the use of SD and its associated issues. The work further supports that having an open-close operational capability for the space view door can minimize SD degradation and its associated effects due to solar exposure, and thus provide long-term benefits for maintaining calibration and science data accuracy.",,,26368755|25608208|25967622|30117902|30461732
